evenement,heure_windows_utc,filetime,pid,processus,classe,operation,chemin,resultat_ntstatus,details
314408,2026-09-10T14:02:42.796627+00:00,134335225627966270,3332,Res.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 1304, ""Command line"": ""Res.exe "", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
316761,2026-09-10T14:02:43.317284+00:00,134335225633172847,3332,Res.exe,Process,Process_Create,C:\Windows\System32\Conhost.exe,0x00000000,"{""PID"": 4116, ""Command line"": ""\\??\\C:\\Windows\\system32\\conhost.exe 0xffffffff -ForceV1""}"
316762,2026-09-10T14:02:43.317336+00:00,134335225633173366,4116,Conhost.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 3332, ""Command line"": ""\\??\\C:\\Windows\\system32\\conhost.exe 0xffffffff -ForceV1"", ""Current directory"": ""C:\\Windows""}"
326221,2026-09-10T14:02:45.596885+00:00,134335225655968857,3332,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 1540, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c mkdir c:\\WindSyst""}"
326222,2026-09-10T14:02:45.596936+00:00,134335225655969363,1540,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 3332, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c mkdir c:\\WindSyst"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
327364,2026-09-10T14:02:45.972815+00:00,134335225659728157,1540,cmd.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Create"", ""Options"": ""Directory, Synchronous IO Non-Alert, Open Reparse Point"", ""Attributes"": ""N"", ""ShareMode"": ""Read, Write"", ""AllocationSize"": 0, ""OpenResult"": ""Created""}"
327375,2026-09-10T14:02:45.976612+00:00,134335225659766127,1540,cmd.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
327381,2026-09-10T14:02:45.977273+00:00,134335225659772732,1540,cmd.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
327420,2026-09-10T14:02:45.989193+00:00,134335225659891932,1540,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 468750, ""Kernel Time"": 1250000, ""Private Bytes"": 4337664, ""Peak Private Bytes"": 4665344, ""Working Set"": 4448256, ""Peak Working Set"": 4628480}"
327541,2026-09-10T14:02:46.019961+00:00,134335225660199619,3332,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 1616, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libgcc_s_dw2-1.dll c:\\WindSyst /S""}"
327542,2026-09-10T14:02:46.020005+00:00,134335225660200053,1616,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 3332, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libgcc_s_dw2-1.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
328671,2026-09-10T14:02:46.251924+00:00,134335225662519241,1616,cmd.exe,Process,Process_Create,C:\Windows\SysWOW64\xcopy.exe,0x00000000,"{""PID"": 4732, ""Command line"": ""XCOPY  libgcc_s_dw2-1.dll c:\\WindSyst /S""}"
328672,2026-09-10T14:02:46.251974+00:00,134335225662519746,4732,xcopy.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 1616, ""Command line"": ""XCOPY  libgcc_s_dw2-1.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
329807,2026-09-10T14:02:46.536529+00:00,134335225665365298,4732,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
329815,2026-09-10T14:02:46.537259+00:00,134335225665372598,4732,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
329841,2026-09-10T14:02:46.544748+00:00,134335225665447482,4732,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
329846,2026-09-10T14:02:46.546002+00:00,134335225665460029,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
329856,2026-09-10T14:02:46.548598+00:00,134335225665485984,4732,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst,0x00000000,{}
329858,2026-09-10T14:02:46.548815+00:00,134335225665488151,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
329859,2026-09-10T14:02:46.548898+00:00,134335225665488988,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
329871,2026-09-10T14:02:46.553195+00:00,134335225665531953,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
329872,2026-09-10T14:02:46.553415+00:00,134335225665534152,4732,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\libgcc_s_dw2-1.dll,0xc000000f,"{""Filter"": ""libgcc_s_dw2-1.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation""}"
329873,2026-09-10T14:02:46.553554+00:00,134335225665535549,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
329874,2026-09-10T14:02:46.553637+00:00,134335225665536370,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
329927,2026-09-10T14:02:46.567757+00:00,134335225665677572,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OverwriteIf"", ""Options"": ""Sequential Access, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 120334, ""OpenResult"": ""Created""}"
329933,2026-09-10T14:02:46.569870+00:00,134335225665698704,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
329935,2026-09-10T14:02:46.570275+00:00,134335225665702756,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
329950,2026-09-10T14:02:46.574160+00:00,134335225665741601,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OpenIf"", ""Options"": ""Sequential Access, Synchronous IO Non-Alert, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 120334, ""OpenResult"": ""Opened""}"
329951,2026-09-10T14:02:46.574572+00:00,134335225665745722,4732,xcopy.exe,File_System,QueryAttributeInformationVolume,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
329953,2026-09-10T14:02:46.575733+00:00,134335225665757335,4732,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""CreationTime"": 134335225665656902, ""LastAccessTime"": 134335225665656902, ""LastWriteTime"": 134335225665656902, ""ChangeTime"": 134335225665656902, ""FileAttributes"": ""A""}"
330015,2026-09-10T14:02:46.596563+00:00,134335225665965633,4732,xcopy.exe,File_System,SetEndOfFileInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330065,2026-09-10T14:02:46.609743+00:00,134335225666097437,4732,xcopy.exe,File_System,WriteFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Offset"": 0, ""Length"": 120334, ""Priority"": ""Normal""}"
330070,2026-09-10T14:02:46.611350+00:00,134335225666113503,4732,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330072,2026-09-10T14:02:46.611974+00:00,134335225666119740,4732,xcopy.exe,File_System,QueryRemoteProtocolInformation,C:\WindSyst\libgcc_s_dw2-1.dll,0xc000000d,{}
330077,2026-09-10T14:02:46.612327+00:00,134335225666123271,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330085,2026-09-10T14:02:46.615346+00:00,134335225666153460,4732,xcopy.exe,File_System,QueryOpen,C:\WindSyst\libgcc_s_dw2-1.dll,0xc01c0004,{}
330087,2026-09-10T14:02:46.616037+00:00,134335225666160374,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Desired Access"": ""Read Attributes"", ""Disposition"": ""Open"", ""Options"": ""Open Reparse Point"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
330088,2026-09-10T14:02:46.616191+00:00,134335225666161918,4732,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""CreationTime"": 134335225665656902, ""LastAccessTime"": 134335225666135454, ""LastWriteTime"": 133049000900000000, ""ChangeTime"": 134335221259791201, ""FileAttributes"": ""A""}"
330089,2026-09-10T14:02:46.616256+00:00,134335225666162567,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330090,2026-09-10T14:02:46.616350+00:00,134335225666163506,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330093,2026-09-10T14:02:46.617228+00:00,134335225666172288,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
330094,2026-09-10T14:02:46.617562+00:00,134335225666175622,4732,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330096,2026-09-10T14:02:46.617690+00:00,134335225666176906,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330097,2026-09-10T14:02:46.617792+00:00,134335225666177920,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330103,2026-09-10T14:02:46.619887+00:00,134335225666198872,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
330104,2026-09-10T14:02:46.620093+00:00,134335225666200938,4732,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Filter"": ""libgcc_s_dw2-1.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""libgcc_s_dw2-1.dll""}"
330105,2026-09-10T14:02:46.620318+00:00,134335225666203188,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
330106,2026-09-10T14:02:46.620410+00:00,134335225666204108,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
330107,2026-09-10T14:02:46.621187+00:00,134335225666211871,4732,xcopy.exe,File_System,CreateFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
330108,2026-09-10T14:02:46.621441+00:00,134335225666214410,4732,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330109,2026-09-10T14:02:46.621533+00:00,134335225666215335,4732,xcopy.exe,File_System,CloseFile,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330110,2026-09-10T14:02:46.621614+00:00,134335225666216146,4732,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libgcc_s_dw2-1.dll,0x00000000,{}
330193,2026-09-10T14:02:46.660402+00:00,134335225666604024,4732,xcopy.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 781250, ""Kernel Time"": 1718750, ""Private Bytes"": 1470464, ""Peak Private Bytes"": 1470464, ""Working Set"": 5009408, ""Peak Working Set"": 5013504}"
330257,2026-09-10T14:02:46.677538+00:00,134335225666775381,1616,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 0, ""Kernel Time"": 1406250, ""Private Bytes"": 4575232, ""Peak Private Bytes"": 4837376, ""Working Set"": 4792320, ""Peak Working Set"": 4907008}"
330374,2026-09-10T14:02:46.706907+00:00,134335225667069075,3332,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 5236, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libstdc++-6.dll c:\\WindSyst /S""}"
330375,2026-09-10T14:02:46.706951+00:00,134335225667069513,5236,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 3332, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libstdc++-6.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
331159,2026-09-10T14:02:46.872129+00:00,134335225668721298,5236,cmd.exe,Process,Process_Create,C:\Windows\SysWOW64\xcopy.exe,0x00000000,"{""PID"": 2776, ""Command line"": ""XCOPY  libstdc++-6.dll c:\\WindSyst /S""}"
331160,2026-09-10T14:02:46.872172+00:00,134335225668721723,2776,xcopy.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 5236, ""Command line"": ""XCOPY  libstdc++-6.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
332584,2026-09-10T14:02:47.170488+00:00,134335225671704885,2776,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
332589,2026-09-10T14:02:47.171217+00:00,134335225671712174,2776,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
332605,2026-09-10T14:02:47.174519+00:00,134335225671745199,2776,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
332612,2026-09-10T14:02:47.176150+00:00,134335225671761501,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332618,2026-09-10T14:02:47.176594+00:00,134335225671765945,2776,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst,0x00000000,{}
332620,2026-09-10T14:02:47.176723+00:00,134335225671767236,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
332621,2026-09-10T14:02:47.176804+00:00,134335225671768048,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
332629,2026-09-10T14:02:47.179068+00:00,134335225671790683,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332631,2026-09-10T14:02:47.179267+00:00,134335225671792670,2776,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\libstdc++-6.dll,0xc000000f,"{""Filter"": ""libstdc++-6.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation""}"
332632,2026-09-10T14:02:47.179388+00:00,134335225671793885,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
332633,2026-09-10T14:02:47.179465+00:00,134335225671794654,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
332659,2026-09-10T14:02:47.186041+00:00,134335225671860418,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OverwriteIf"", ""Options"": ""Sequential Access, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 1540622, ""OpenResult"": ""Created""}"
332671,2026-09-10T14:02:47.188140+00:00,134335225671881404,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332672,2026-09-10T14:02:47.188571+00:00,134335225671885719,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332691,2026-09-10T14:02:47.193688+00:00,134335225671936885,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OpenIf"", ""Options"": ""Sequential Access, Synchronous IO Non-Alert, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 1540622, ""OpenResult"": ""Opened""}"
332692,2026-09-10T14:02:47.193979+00:00,134335225671939798,2776,xcopy.exe,File_System,QueryAttributeInformationVolume,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332693,2026-09-10T14:02:47.194075+00:00,134335225671940751,2776,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""CreationTime"": 134335225671940844, ""LastAccessTime"": 134335225671940844, ""LastWriteTime"": 134335225671940844, ""ChangeTime"": 134335225671940844, ""FileAttributes"": ""A""}"
332775,2026-09-10T14:02:47.210480+00:00,134335225672104809,2776,xcopy.exe,File_System,SetEndOfFileInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332832,2026-09-10T14:02:47.221489+00:00,134335225672214897,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 0, ""Length"": 262144, ""Priority"": ""Normal""}"
332848,2026-09-10T14:02:47.227243+00:00,134335225672272439,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 262144, ""Length"": 262144}"
332850,2026-09-10T14:02:47.229078+00:00,134335225672290783,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 524288, ""Length"": 262144}"
332854,2026-09-10T14:02:47.230135+00:00,134335225672301358,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 786432, ""Length"": 262144}"
332859,2026-09-10T14:02:47.231284+00:00,134335225672312845,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 1048576, ""Length"": 262144}"
332870,2026-09-10T14:02:47.233833+00:00,134335225672338332,2776,xcopy.exe,File_System,WriteFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Offset"": 1310720, ""Length"": 229902}"
332873,2026-09-10T14:02:47.234387+00:00,134335225672343877,2776,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332874,2026-09-10T14:02:47.234989+00:00,134335225672349896,2776,xcopy.exe,File_System,QueryRemoteProtocolInformation,C:\WindSyst\libstdc++-6.dll,0xc000000d,{}
332877,2026-09-10T14:02:47.235237+00:00,134335225672352371,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332924,2026-09-10T14:02:47.246035+00:00,134335225672460355,2776,xcopy.exe,File_System,QueryOpen,C:\WindSyst\libstdc++-6.dll,0xc01c0004,{}
332926,2026-09-10T14:02:47.246699+00:00,134335225672466996,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Desired Access"": ""Read Attributes"", ""Disposition"": ""Open"", ""Options"": ""Open Reparse Point"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332927,2026-09-10T14:02:47.246866+00:00,134335225672468663,2776,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""CreationTime"": 134335225671940844, ""LastAccessTime"": 134335225672405703, ""LastWriteTime"": 133049000960000000, ""ChangeTime"": 134335221264182688, ""FileAttributes"": ""A""}"
332929,2026-09-10T14:02:47.246932+00:00,134335225672469329,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332930,2026-09-10T14:02:47.247060+00:00,134335225672470609,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332932,2026-09-10T14:02:47.247897+00:00,134335225672478976,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332933,2026-09-10T14:02:47.248189+00:00,134335225672481891,2776,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332934,2026-09-10T14:02:47.248300+00:00,134335225672483002,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332935,2026-09-10T14:02:47.248387+00:00,134335225672483875,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332938,2026-09-10T14:02:47.249348+00:00,134335225672493484,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332942,2026-09-10T14:02:47.249586+00:00,134335225672495863,2776,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Filter"": ""libstdc++-6.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""libstdc++-6.dll""}"
332943,2026-09-10T14:02:47.249802+00:00,134335225672498026,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
332944,2026-09-10T14:02:47.249888+00:00,134335225672498881,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
332945,2026-09-10T14:02:47.250656+00:00,134335225672506560,2776,xcopy.exe,File_System,CreateFile,C:\WindSyst\libstdc++-6.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
332947,2026-09-10T14:02:47.250928+00:00,134335225672509288,2776,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332948,2026-09-10T14:02:47.251021+00:00,134335225672510219,2776,xcopy.exe,File_System,CloseFile,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
332949,2026-09-10T14:02:47.251105+00:00,134335225672511055,2776,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\libstdc++-6.dll,0x00000000,{}
333017,2026-09-10T14:02:47.268892+00:00,134335225672688926,2776,xcopy.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 156250, ""Kernel Time"": 1562500, ""Private Bytes"": 1527808, ""Peak Private Bytes"": 1527808, ""Working Set"": 5124096, ""Peak Working Set"": 5128192}"
333071,2026-09-10T14:02:47.283248+00:00,134335225672832481,5236,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 312500, ""Kernel Time"": 1250000, ""Private Bytes"": 4579328, ""Peak Private Bytes"": 4841472, ""Working Set"": 4796416, ""Peak Working Set"": 4911104}"
333191,2026-09-10T14:02:47.313137+00:00,134335225673131379,3332,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 4936, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libwinpthread-1.dll c:\\WindSyst /S""}"
333192,2026-09-10T14:02:47.313184+00:00,134335225673131846,4936,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 3332, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY libwinpthread-1.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
334175,2026-09-10T14:02:47.526066+00:00,134335225675260664,4936,cmd.exe,Process,Process_Create,C:\Windows\SysWOW64\xcopy.exe,0x00000000,"{""PID"": 1496, ""Command line"": ""XCOPY  libwinpthread-1.dll c:\\WindSyst /S""}"
334176,2026-09-10T14:02:47.526116+00:00,134335225675261166,1496,xcopy.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 4936, ""Command line"": ""XCOPY  libwinpthread-1.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\Lab\\sample\\VIRUS\\""}"
335104,2026-09-10T14:02:47.746723+00:00,134335225677467237,1496,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
335109,2026-09-10T14:02:47.747271+00:00,134335225677472716,1496,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
335125,2026-09-10T14:02:47.749355+00:00,134335225677493550,1496,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
