evenement,heure_windows_utc,filetime,pid,processus,classe,operation,chemin,resultat_ntstatus,details
131306,2026-09-10T10:33:42.882634+00:00,134335100228826340,4356,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
131310,2026-09-10T10:33:42.883248+00:00,134335100228832483,4356,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
131321,2026-09-10T10:33:42.886226+00:00,134335100228862266,4356,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
131327,2026-09-10T10:33:42.887188+00:00,134335100228871881,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131328,2026-09-10T10:33:42.887641+00:00,134335100228876416,4356,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst,0x00000000,{}
131329,2026-09-10T10:33:42.887760+00:00,134335100228877602,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
131330,2026-09-10T10:33:42.887847+00:00,134335100228878471,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
131337,2026-09-10T10:33:42.890341+00:00,134335100228903413,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131339,2026-09-10T10:33:42.890544+00:00,134335100228905444,4356,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\Qt5Gui.dll,0xc000000f,"{""Filter"": ""Qt5Gui.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation""}"
131341,2026-09-10T10:33:42.890689+00:00,134335100228906898,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
131342,2026-09-10T10:33:42.890774+00:00,134335100228907740,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
131385,2026-09-10T10:33:42.900022+00:00,134335100229000225,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OverwriteIf"", ""Options"": ""Sequential Access, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 6205440, ""OpenResult"": ""Created""}"
131388,2026-09-10T10:33:42.901823+00:00,134335100229018234,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131391,2026-09-10T10:33:42.902278+00:00,134335100229022783,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131393,2026-09-10T10:33:42.903187+00:00,134335100229031879,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OpenIf"", ""Options"": ""Sequential Access, Synchronous IO Non-Alert, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 6205440, ""OpenResult"": ""Opened""}"
131395,2026-09-10T10:33:42.903486+00:00,134335100229034861,4356,xcopy.exe,File_System,QueryAttributeInformationVolume,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131396,2026-09-10T10:33:42.903577+00:00,134335100229035779,4356,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""CreationTime"": 134335100228999102, ""LastAccessTime"": 134335100228999102, ""LastWriteTime"": 134335100228999102, ""ChangeTime"": 134335100228999102, ""FileAttributes"": ""A""}"
131478,2026-09-10T10:33:42.928819+00:00,134335100229288196,4356,xcopy.exe,File_System,SetEndOfFileInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131495,2026-09-10T10:33:42.933413+00:00,134335100229334138,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 0, ""Length"": 524288, ""Priority"": ""Normal""}"
131502,2026-09-10T10:33:42.936343+00:00,134335100229363438,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 524288, ""Length"": 524288}"
131513,2026-09-10T10:33:42.939131+00:00,134335100229391310,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 1048576, ""Length"": 524288}"
131518,2026-09-10T10:33:42.940895+00:00,134335100229408959,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 1572864, ""Length"": 524288}"
131525,2026-09-10T10:33:42.943565+00:00,134335100229435656,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 2097152, ""Length"": 524288}"
131531,2026-09-10T10:33:42.945300+00:00,134335100229453008,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 2621440, ""Length"": 524288}"
131536,2026-09-10T10:33:42.949056+00:00,134335100229490568,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 3145728, ""Length"": 524288}"
131546,2026-09-10T10:33:42.951109+00:00,134335100229511094,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 3670016, ""Length"": 524288}"
131551,2026-09-10T10:33:42.953320+00:00,134335100229533201,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 4194304, ""Length"": 524288}"
131558,2026-09-10T10:33:42.955239+00:00,134335100229552391,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 4718592, ""Length"": 524288}"
131566,2026-09-10T10:33:42.957488+00:00,134335100229574883,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 5242880, ""Length"": 524288}"
131588,2026-09-10T10:33:42.964466+00:00,134335100229644669,4356,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Offset"": 5767168, ""Length"": 438272}"
131596,2026-09-10T10:33:42.965569+00:00,134335100229655696,4356,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131636,2026-09-10T10:33:42.975049+00:00,134335100229750491,4356,xcopy.exe,File_System,QueryRemoteProtocolInformation,C:\WindSyst\Qt5Gui.dll,0xc000000d,{}
131638,2026-09-10T10:33:42.975340+00:00,134335100229753403,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131644,2026-09-10T10:33:42.978027+00:00,134335100229780278,4356,xcopy.exe,File_System,QueryOpen,C:\WindSyst\Qt5Gui.dll,0xc01c0004,{}
131650,2026-09-10T10:33:42.978696+00:00,134335100229786965,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Desired Access"": ""Read Attributes"", ""Disposition"": ""Open"", ""Options"": ""Open Reparse Point"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131651,2026-09-10T10:33:42.978854+00:00,134335100229788548,4356,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""CreationTime"": 134335100228999102, ""LastAccessTime"": 134335100229625279, ""LastWriteTime"": 133048999740000000, ""ChangeTime"": 134335096095781971, ""FileAttributes"": ""A""}"
131653,2026-09-10T10:33:42.978925+00:00,134335100229789256,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131655,2026-09-10T10:33:42.979030+00:00,134335100229790306,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131656,2026-09-10T10:33:42.979968+00:00,134335100229799688,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131658,2026-09-10T10:33:42.980352+00:00,134335100229803524,4356,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131659,2026-09-10T10:33:42.980483+00:00,134335100229804831,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131660,2026-09-10T10:33:42.980597+00:00,134335100229805973,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131665,2026-09-10T10:33:42.981698+00:00,134335100229816989,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131666,2026-09-10T10:33:42.981922+00:00,134335100229819224,4356,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Filter"": ""Qt5Gui.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""Qt5Gui.dll""}"
131668,2026-09-10T10:33:42.982163+00:00,134335100229821636,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
131669,2026-09-10T10:33:42.982253+00:00,134335100229822531,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
131676,2026-09-10T10:33:42.983133+00:00,134335100229831334,4356,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Gui.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
131677,2026-09-10T10:33:42.983402+00:00,134335100229834029,4356,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131678,2026-09-10T10:33:42.983498+00:00,134335100229834987,4356,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131679,2026-09-10T10:33:42.983584+00:00,134335100229835840,4356,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Gui.dll,0x00000000,{}
131769,2026-09-10T10:33:43.009847+00:00,134335100230098470,4356,xcopy.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 0, ""Kernel Time"": 2031250, ""Private Bytes"": 1269760, ""Peak Private Bytes"": 1830912, ""Working Set"": 4837376, ""Peak Working Set"": 5275648}"
131831,2026-09-10T10:33:43.030280+00:00,134335100230302801,2804,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 468750, ""Kernel Time"": 781250, ""Private Bytes"": 4567040, ""Peak Private Bytes"": 4829184, ""Working Set"": 4890624, ""Peak Working Set"": 5005312}"
131944,2026-09-10T10:33:43.066901+00:00,134335100230669016,6064,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 1200, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY Qt5Core.dll c:\\WindSyst /S""}"
131945,2026-09-10T10:33:43.066964+00:00,134335100230669648,1200,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 6064, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY Qt5Core.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\lab\\sample\\virus\\""}"
132975,2026-09-10T10:33:43.319914+00:00,134335100233199146,1200,cmd.exe,Process,Process_Create,C:\Windows\SysWOW64\xcopy.exe,0x00000000,"{""PID"": 4232, ""Command line"": ""XCOPY  Qt5Core.dll c:\\WindSyst /S""}"
132976,2026-09-10T10:33:43.319971+00:00,134335100233199715,4232,xcopy.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 1200, ""Command line"": ""XCOPY  Qt5Core.dll c:\\WindSyst /S"", ""Current directory"": ""C:\\lab\\sample\\virus\\""}"
133954,2026-09-10T10:33:43.546900+00:00,134335100235469003,4232,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
133959,2026-09-10T10:33:43.547446+00:00,134335100235474469,4232,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
133978,2026-09-10T10:33:43.549998+00:00,134335100235499981,4232,xcopy.exe,File_System,QueryDirectory,C:\WindSyst,0x00000000,"{""Filter"": ""WindSyst"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""WindSyst""}"
133985,2026-09-10T10:33:43.552778+00:00,134335100235527782,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
133987,2026-09-10T10:33:43.553274+00:00,134335100235532744,4232,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst,0x00000000,{}
133989,2026-09-10T10:33:43.553394+00:00,134335100235533949,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
133991,2026-09-10T10:33:43.553477+00:00,134335100235534776,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
134004,2026-09-10T10:33:43.556696+00:00,134335100235566960,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
134006,2026-09-10T10:33:43.556931+00:00,134335100235569319,4232,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\Qt5Core.dll,0xc000000f,"{""Filter"": ""Qt5Core.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation""}"
134008,2026-09-10T10:33:43.557109+00:00,134335100235571097,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
134009,2026-09-10T10:33:43.557196+00:00,134335100235571965,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
134042,2026-09-10T10:33:43.565892+00:00,134335100235658922,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OverwriteIf"", ""Options"": ""Sequential Access, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 6097408, ""OpenResult"": ""Created""}"
134054,2026-09-10T10:33:43.568309+00:00,134335100235683094,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134057,2026-09-10T10:33:43.568781+00:00,134335100235687814,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134059,2026-09-10T10:33:43.569682+00:00,134335100235696829,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Desired Access"": ""Generic Read/Write, Delete, Write DAC"", ""Disposition"": ""OpenIf"", ""Options"": ""Sequential Access, Synchronous IO Non-Alert, Non-Directory File"", ""Attributes"": ""A"", ""ShareMode"": ""None"", ""AllocationSize"": 6097408, ""OpenResult"": ""Opened""}"
134061,2026-09-10T10:33:43.570035+00:00,134335100235700359,4232,xcopy.exe,File_System,QueryAttributeInformationVolume,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134062,2026-09-10T10:33:43.570133+00:00,134335100235701335,4232,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""CreationTime"": 134335100235691181, ""LastAccessTime"": 134335100235691181, ""LastWriteTime"": 134335100235691181, ""ChangeTime"": 134335100235691181, ""FileAttributes"": ""A""}"
134142,2026-09-10T10:33:43.591739+00:00,134335100235917399,4232,xcopy.exe,File_System,SetEndOfFileInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134158,2026-09-10T10:33:43.596431+00:00,134335100235964318,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 0, ""Length"": 524288, ""Priority"": ""Normal""}"
134166,2026-09-10T10:33:43.599643+00:00,134335100235996434,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 524288, ""Length"": 524288}"
134168,2026-09-10T10:33:43.601596+00:00,134335100236015961,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 1048576, ""Length"": 524288}"
134170,2026-09-10T10:33:43.603195+00:00,134335100236031954,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 1572864, ""Length"": 524288}"
134175,2026-09-10T10:33:43.608748+00:00,134335100236087483,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 2097152, ""Length"": 524288}"
134183,2026-09-10T10:33:43.610566+00:00,134335100236105668,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 2621440, ""Length"": 524288}"
134189,2026-09-10T10:33:43.612616+00:00,134335100236126166,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 3145728, ""Length"": 524288}"
134198,2026-09-10T10:33:43.614987+00:00,134335100236149871,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 3670016, ""Length"": 524288}"
134222,2026-09-10T10:33:43.623933+00:00,134335100236239338,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 4194304, ""Length"": 524288}"
134228,2026-09-10T10:33:43.627349+00:00,134335100236273491,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 4718592, ""Length"": 524288}"
134235,2026-09-10T10:33:43.629488+00:00,134335100236294888,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 5242880, ""Length"": 524288}"
134241,2026-09-10T10:33:43.631655+00:00,134335100236316558,4232,xcopy.exe,File_System,WriteFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Offset"": 5767168, ""Length"": 330240}"
134245,2026-09-10T10:33:43.632554+00:00,134335100236325547,4232,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134247,2026-09-10T10:33:43.633131+00:00,134335100236331319,4232,xcopy.exe,File_System,QueryRemoteProtocolInformation,C:\WindSyst\Qt5Core.dll,0xc000000d,{}
134251,2026-09-10T10:33:43.633381+00:00,134335100236333819,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134263,2026-09-10T10:33:43.638008+00:00,134335100236380082,4232,xcopy.exe,File_System,QueryOpen,C:\WindSyst\Qt5Core.dll,0xc01c0004,{}
134265,2026-09-10T10:33:43.638716+00:00,134335100236387164,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Desired Access"": ""Read Attributes"", ""Disposition"": ""Open"", ""Options"": ""Open Reparse Point"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
134266,2026-09-10T10:33:43.638887+00:00,134335100236388874,4232,xcopy.exe,File_System,QueryBasicInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""CreationTime"": 134335100235691181, ""LastAccessTime"": 134335100236342997, ""LastWriteTime"": 133048999620000000, ""ChangeTime"": 134335096087967774, ""FileAttributes"": ""A""}"
134267,2026-09-10T10:33:43.638972+00:00,134335100236389722,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134268,2026-09-10T10:33:43.639071+00:00,134335100236390719,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134270,2026-09-10T10:33:43.639985+00:00,134335100236399850,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
134328,2026-09-10T10:33:43.658720+00:00,134335100236587201,4232,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134331,2026-09-10T10:33:43.658851+00:00,134335100236588514,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134333,2026-09-10T10:33:43.658945+00:00,134335100236589457,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134336,2026-09-10T10:33:43.660052+00:00,134335100236600526,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Open"", ""Options"": ""Directory, Synchronous IO Non-Alert"", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
134337,2026-09-10T10:33:43.660289+00:00,134335100236602896,4232,xcopy.exe,File_System,QueryDirectory,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Filter"": ""Qt5Core.dll"", ""FileInformationClass"": ""FileBothDirectoryInformation"", ""2"": ""Qt5Core.dll""}"
134339,2026-09-10T10:33:43.660798+00:00,134335100236607988,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst,0x00000000,{}
134340,2026-09-10T10:33:43.660937+00:00,134335100236609375,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst,0x00000000,{}
134342,2026-09-10T10:33:43.661932+00:00,134335100236619324,4232,xcopy.exe,File_System,CreateFile,C:\WindSyst\Qt5Core.dll,0x00000000,"{""Desired Access"": ""Write Attributes"", ""Disposition"": ""Open"", ""Options"": """", ""Attributes"": ""n/a"", ""ShareMode"": ""Read, Write, Delete"", ""AllocationSize"": ""n/a"", ""OpenResult"": ""Opened""}"
134346,2026-09-10T10:33:43.662310+00:00,134335100236623103,4232,xcopy.exe,File_System,SetBasicInformationFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134347,2026-09-10T10:33:43.662427+00:00,134335100236624271,4232,xcopy.exe,File_System,CloseFile,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134348,2026-09-10T10:33:43.662521+00:00,134335100236625217,4232,xcopy.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\Qt5Core.dll,0x00000000,{}
134423,2026-09-10T10:33:43.684225+00:00,134335100236842252,4232,xcopy.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 312500, ""Kernel Time"": 2656250, ""Private Bytes"": 1261568, ""Peak Private Bytes"": 1843200, ""Working Set"": 4833280, ""Peak Working Set"": 5271552}"
134483,2026-09-10T10:33:43.701845+00:00,134335100237018450,1200,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 468750, ""Kernel Time"": 1093750, ""Private Bytes"": 4579328, ""Peak Private Bytes"": 4841472, ""Working Set"": 4775936, ""Peak Working Set"": 4890624}"
134608,2026-09-10T10:33:43.739160+00:00,134335100237391601,6064,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 5332, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c mkdir c:\\WindSyst\\platforms""}"
134609,2026-09-10T10:33:43.739205+00:00,134335100237392054,5332,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 6064, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c mkdir c:\\WindSyst\\platforms"", ""Current directory"": ""C:\\lab\\sample\\virus\\""}"
135398,2026-09-10T10:33:43.946532+00:00,134335100239465321,5332,cmd.exe,File_System,CreateFile,C:\WindSyst\platforms,0x00000000,"{""Desired Access"": ""Read Data/List Directory, Synchronize"", ""Disposition"": ""Create"", ""Options"": ""Directory, Synchronous IO Non-Alert, Open Reparse Point"", ""Attributes"": ""N"", ""ShareMode"": ""Read, Write"", ""AllocationSize"": 0, ""OpenResult"": ""Created""}"
135407,2026-09-10T10:33:43.948112+00:00,134335100239481121,5332,cmd.exe,File_System,CloseFile,C:\WindSyst\platforms,0x00000000,{}
135408,2026-09-10T10:33:43.948322+00:00,134335100239483227,5332,cmd.exe,File_System,IRP_MJ_CLOSE,C:\WindSyst\platforms,0x00000000,{}
135435,2026-09-10T10:33:43.955284+00:00,134335100239552843,5332,cmd.exe,Process,Process_Exit,,0x00000000,"{""Exit Status"": 0, ""User Time"": 156250, ""Kernel Time"": 1093750, ""Private Bytes"": 4325376, ""Peak Private Bytes"": 4653056, ""Working Set"": 4431872, ""Peak Working Set"": 4612096}"
135688,2026-09-10T10:33:44.028890+00:00,134335100240288908,6064,Res.exe,Process,Process_Create,C:\Windows\SysWOW64\cmd.exe,0x00000000,"{""PID"": 2500, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY qminimal.dll c:\\WindSyst\\platforms /S""}"
135689,2026-09-10T10:33:44.028935+00:00,134335100240289352,2500,cmd.exe,Process,Process_Start,,0x00000000,"{""Parent PID"": 6064, ""Command line"": ""C:\\Windows\\system32\\cmd.exe /c XCOPY qminimal.dll c:\\WindSyst\\platforms /S"", ""Current directory"": ""C:\\lab\\sample\\virus\\""}"
136803,2026-09-10T10:33:44.287673+00:00,134335100242876738,2500,cmd.exe,Process,Process_Create,C:\Windows\SysWOW64\xcopy.exe,0x00000000,"{""PID"": 2448, ""Command line"": ""XCOPY  qminimal.dll c:\\WindSyst\\platforms /S""}"
